genus_species,Elo_Progen2_medium_ll_mean,Elo_Progen2_medium_ll_SE,Elo_Progen2_base_ll_mean,Elo_Progen2_base_ll_SE,Elo_Progen2_large_ll_mean,Elo_Progen2_large_ll_SE,Elo_Progen2_xlarge_ll_mean,Elo_Progen2_xlarge_ll_SE,Elo_Progen2_BFD90_ll_mean,Elo_Progen2_BFD90_ll_SE,Elo_ESM2_650M_pppl_mean,Elo_ESM2_650M_pppl_SE,Elo_ESM2_3B_pppl_mean,Elo_ESM2_3B_pppl_SE,Elo_ESM2_15B_pppl_mean,Elo_ESM2_15B_pppl_SE
Kluyveromyces lactis,1185.565250284189,15.49263007086784,1299.4277186244908,19.282548627924417,1184.4328934607934,13.16014393095087,1259.908139718469,17.73851849842917,1183.541257885003,17.009983298409864,1186.388696839094,22.360460491910736,1230.3000183455704,24.27073787654441,1230.0158710223025,22.569118267384056
Pongo abelii,2048.393039982251,19.304108541342636,1985.5496028604257,18.115740273150212,2018.077939868309,19.99484915825447,2141.520827214512,17.888794368977564,2094.625622635314,17.6456937521908,1606.9110381094226,31.809718338530967,1720.3728548702136,30.231433539397027,1747.6087689077651,27.698189310801574
Arabidopsis thaliana,1602.370852906862,15.328562139655213,1655.7004713450524,18.298438579026786,1560.4686165804562,15.140923911946562,1770.6654415955823,18.0105695219462,1684.2510447589634,16.64319515749756,1456.758951836725,20.865237171592337,1509.761696729542,21.439259423208902,1563.990877986659,20.777828222437876
Sinorhizobium fredii,1746.953678938744,19.792741064724936,1634.853532304184,26.756164235724057,1845.8291614367765,19.815146911591228,1722.9090625813976,20.742873842696092,1793.555709975631,22.193061922981332,1631.1072779808312,31.98111249026078,1624.8604710545987,27.949873819404285,1617.8306569008712,26.376564677198132
Pectobacterium atrosepticum,1852.3406524412876,18.262973802884353,1649.2690033470392,26.695334256426012,1786.2119216837746,16.91969110267328,1918.914607568689,18.572659622490217,1866.4429066491032,18.268285140879254,1701.7072074901107,23.838610118216284,1671.1405266054812,22.37805769131991,1683.6946885830723,24.21235808922167
Pasteurella multocida,1700.3808956984258,21.90427050942296,1538.0231466420469,24.920294473410838,1621.9138254341876,23.516080185548315,1673.1721290451212,22.14019487632324,1655.332782650663,21.898380862354788,1684.055781357459,25.222954439237377,1667.6091510259905,25.804702924097217,1679.7477062360779,23.11401613331297
Clostridium acetobutylicum,1410.607905513497,18.555823937832375,1459.4476312439333,23.457699373903832,1321.6997523200637,14.273453399599147,1309.394484608939,14.856457931200827,1374.9529947443284,16.881133863524294,1664.8767465935584,24.332937458423118,1611.7193640529167,26.7504139678523,1548.8533687952554,24.010659096292624
Bacillus licheniformis,1907.0181078286791,24.082674072353424,1793.1809938348495,21.046670145070923,1831.671295570249,22.17284511904579,1815.7302527474446,20.708159910125527,1882.2609951579996,22.882022953412235,1807.8949225547028,23.799166120979095,1766.3096879577788,24.512075573292027,1773.9273217713917,25.567595705488017
Pseudomonas aeruginosa,1742.5700038742443,25.916523320923325,1592.7565196592943,27.648041733864922,1791.0189600856984,22.555681031613222,1711.5077944801524,20.534971626488417,1756.460471213414,19.81364812552665,1665.6613120466031,29.033392460096437,1622.8951891253703,25.961256517472517,1633.2896886919793,24.916891925391184
Shewanella oneidensis,1646.836987571686,17.662472640559745,1506.1865344841672,23.147088357085096,1585.5719144422787,17.913310628156548,1583.4286412742888,15.36221245459626,1631.6047021604486,18.18318092360408,1622.151662816067,21.629015683849985,1578.897922907202,23.943194721673958,1560.1277147840235,19.619953891652944
Notamacropus eugenii,1575.6166324154142,4.203070744138864,1506.2218957196555,3.9004785031943654,1534.7777745387461,3.7826298917269696,1566.5639769094598,3.9304679755127854,1566.3883951070052,4.170870891005397,1384.03285997024,7.364633767084112,1423.5180632462764,6.087012802319969,1513.7437426982224,6.398425791589178
Paramecium tetraurelia,819.5385220207852,7.731032590676184,934.266100241533,8.051709068152423,892.9630657724463,8.004314176673555,755.6884990347453,7.777702638786394,787.266181706613,7.917338889303235,961.0835142818491,15.708655726536817,1031.472638457876,19.56867579454152,1062.4913552520347,17.112104858927623
Helicobacter pylori,800.2209359349297,13.890651334832514,930.8683098216429,18.10300011365831,785.2207408849486,13.971495361056212,827.5454497138828,14.550713033829316,814.4658782328656,13.955018638520329,1205.1016638135818,17.332308397297172,1230.8265782723442,22.10330803886966,1256.371022641399,30.80782327461661
Pyrococcus furiosus,818.7642076655263,12.625579874543787,1070.9057259971541,30.546803276032982,752.5648929543005,12.768852073673646,871.5236173704319,15.283429078925632,816.1696762238442,14.253903522917728,1580.5203797461477,32.41118976264493,1571.6801829652375,28.0614821536282,1597.6242452202737,28.11922071441832
Xylella fastidiosa,1109.680542434722,20.82513144865705,1143.1646705104372,19.64353719359403,1180.2720197004958,24.723488033039796,1001.1249822224665,18.392261264395117,1061.9985993858918,20.536246936807142,1321.8434282524645,24.216818802805975,1258.0535875237097,21.10735900533373,1213.6938638013748,23.452123006950263
Vibrio cholerae,1754.4485011468596,18.915494636468853,1567.090134366476,29.486532846478397,1741.6618484075534,19.72550888621974,1759.7306566327516,20.179763450032702,1771.7486624209664,20.238358472543133,1695.171571817704,24.27174836643622,1664.5825912662074,25.65924007376012,1662.315468783484,26.11551349546943
Trichoplax adhaerens,1095.7678246599035,10.687604597652154,1151.6214974422683,12.688531994298337,1137.7000867384177,10.510168506035056,955.0804105873856,9.871257285572698,1057.9710944794297,11.334232636000436,1228.7087767600265,10.23212004207174,1338.6495586638566,12.301420829205505,1306.0217291013687,11.700641819075127
Haemophilus influenzae,1614.8895064248727,23.339305432477598,1466.2135268372615,22.368685359277436,1543.3330054610215,22.37020090727318,1589.8958282134681,21.4893706000284,1575.1829953188685,23.092216091647543,1637.634484608716,27.435297966838313,1645.5585196900752,30.865091838556953,1631.8695422605206,24.749290226891976
Cupriavidus necator,1540.5354945910035,22.1030387037793,1502.2124478012786,25.333364699158118,1701.0514157119685,24.288593280402527,1495.50134118657,24.047681544969187,1543.4007544218343,25.1876356966033,1530.1277975948565,22.238311951450203,1519.2929790982846,24.378380639477104,1522.5295863525848,22.70398803416638
Acinetobacter baylyi,1305.941851656218,21.68187452242474,1244.1159714063597,14.990179331128221,1288.3179194852744,23.861447071287564,1203.2703319088014,18.059099341304368,1239.5303866285196,16.139409948157606,1466.8675701156005,21.79566165956449,1435.2897939632394,21.967602284521803,1443.0851870881147,24.16511220296403
Oryza sativa,1753.6016607325528,26.534974454995172,1791.4886117550604,17.59757673497736,1731.5588237019165,23.914518742111856,1872.720442590606,24.367765508168116,1813.3643369067015,25.92100077881162,1483.6272359941372,33.39793085736561,1493.9410618197453,32.11846918050231,1567.7454243562324,33.00934168605132
Xanthomonas campestris,1463.1683996691822,22.20572571959995,1412.9824828262147,24.176787327271455,1607.883179921901,22.69021007664496,1525.2877623360878,25.110819227587406,1472.060818575205,24.25340135928889,1518.5176016510522,21.60725175011905,1481.2655989231332,24.453013251036527,1453.0060707169555,26.491368019414846
Nicotiana tabacum,1589.8413017476569,34.54544564878672,1565.94236993866,36.12570844340865,1526.9756566722529,34.26098588115231,1568.5875559935841,31.93557853900282,1633.6014509816987,33.53667094542788,1498.6498026291933,37.58247157437454,1562.5296517125003,34.77548923180866,1602.2091686171016,28.38764317067364
Citrobacter koseri,1908.1218292171352,14.440250728653254,1701.5525200321924,25.482665606756665,1886.1670148053863,16.878621398700503,2090.318326968054,15.963178538824073,1981.88673985921,14.65518200514012,1762.3227290352568,25.596927745211907,1748.5014600350096,26.78892401973978,1747.9569373139952,29.349186799565338
Candida albicans,1238.010289026554,20.816546985596002,1375.1276520681283,23.716504895480956,1214.373937593278,20.410138452750047,1315.004411441113,21.967614025437637,1232.3064160314257,22.69283013369651,1271.0686350811584,27.78941102701463,1305.9655391221065,26.77027387217664,1312.4316942691048,28.315282624882006
Methylococcus capsulatus,1428.2574268151234,27.579127049262517,1401.1353364533147,22.68349494970786,1396.5240340282846,23.835123797031414,1223.8509315138717,28.652917917341302,1344.324653554776,28.51419837344655,1589.1810309208754,24.37424246008173,1511.4564842110224,25.07653941833032,1467.4688930479958,25.378968038339085
Apis mellifera,1300.3622214214113,10.790637123262211,1484.185593440273,20.812963108132443,1267.8361693293066,11.300061794218578,1195.285562187602,9.189022231509563,1236.8959698566623,9.78043677608375,1281.5446712982216,17.19732425017472,1251.7630142609153,13.619836056262294,1286.0219076329909,15.14274479007015
Deinococcus radiodurans,957.9297868860984,19.24787158130049,1089.326481080199,25.805692641044903,929.9219885322512,18.661091846585435,845.1086118630533,14.275570055788535,889.2024978100636,16.31039279367499,1329.346577479495,29.484101355383295,1267.3666702938424,29.99498063563902,1208.0415217137822,27.351217693612877
Thermosynechococcus vestitus,1316.3048114941976,26.38336706493437,1363.6756273608296,25.68723387020279,1265.963188029172,24.524146414461697,1182.778246829411,19.47078071680667,1276.7152924374586,23.056563270945077,1533.4324193160046,26.88363915020384,1499.5461340913587,28.08428126915209,1432.7275543417054,27.189164865562066
Agrobacterium fabrum,1681.594773759505,23.529088997209108,1585.7390986418377,23.509201491764895,1741.1132931161517,23.45296469001087,1684.4509949546625,24.07846215016224,1721.2682467210327,23.36730512656093,1581.761660017045,30.77578749956545,1580.6073705210606,28.761329250818456,1566.2345302204349,30.57877921444438
Proteus mirabilis,1806.1442817832676,16.587298682994636,1652.5937242000814,22.614782568398176,1745.730362992196,19.699900652473996,1830.6811238724413,18.333936357660914,1821.6024871631255,19.588612084484335,1762.8139971774262,21.63651461450738,1732.380271586044,22.053529642426575,1710.0313945421758,25.4713432553113
Hydra vulgaris,1383.5393583190526,4.6614278574841235,1414.630880973489,7.43906188851157,1380.7161792810284,4.870263011109589,1387.550643501999,4.752647697713733,1385.2235608731935,4.672197230761787,1382.0987319970293,8.068503313356459,1371.3536200275378,8.719447612651383,1354.129102242171,8.255964878081627
Bacillus subtilis,1819.0855415681622,25.445928095905856,1740.655317657181,21.802170035439122,1754.0712888396902,22.033692460952782,1726.368600688866,20.38702503934267,1791.7790926512441,23.46662472595374,1761.2823913198663,25.262385421049437,1724.9083818474135,24.550804680784218,1723.5449396695462,25.514963916578893
Synechococcus elongatus,1364.5018736675825,21.35330184020034,1406.0638750086034,25.123735216081208,1342.5548119400019,21.53928464417204,1276.1275848992182,17.271805808965258,1352.0138007988344,20.68233029939503,1602.4439839275476,29.66631906833437,1522.5948596194212,29.981239661693206,1499.4636943788046,28.980185652553878
Lactiplantibacillus plantarum,1330.7396432461837,20.606493623462608,1345.8917633865476,24.15911051682091,1276.4231559987875,18.8166378917326,1354.0691723727352,21.58663708237762,1349.1137658320645,19.088748337239533,1563.8203635744267,32.39797816247123,1549.0560060948596,33.88195209545038,1502.0253149156954,31.27480776416299
Caenorhabditis elegans,1112.4991294270917,20.304637152381193,1296.2621119351306,26.43295839755744,1155.0843198327734,20.38895298269419,1143.0195642036376,19.762956886097378,1092.7627167660853,16.897791857818095,1250.073190908448,35.48631524551281,1324.4110461068842,34.556013606768495,1364.6868858094565,31.841303932484582
Corynebacterium glutamicum,1336.92117068986,21.893349542746122,1406.3114228391653,26.592704512016034,1320.5794408125323,19.631919089952287,1357.8038782812541,17.78500428097921,1335.2497529210416,19.507609885180415,1425.877971916901,26.885107696351554,1388.6477265325893,24.97673761383583,1390.2239764573394,28.483659875422592
Salmonella typhimurium,1939.8943309400638,18.70114969800005,1743.2382384957236,23.906589501900175,1878.5700969251964,20.23951904667112,2091.310928314324,15.480911830024805,1996.705804029135,17.743606457177716,1786.4149982338784,25.834669435730255,1772.4473303731343,26.359967935760036,1780.2546269706281,28.488849269083552
Bordetella pertussis,1496.1781822274172,20.823048283424214,1489.6956698244621,20.567216287028916,1651.135570547317,26.892974756836114,1568.3521089771573,24.710353022636482,1500.4464916577542,19.992785260886595,1530.2562772908113,23.90938621676582,1523.353175566966,25.971589230793853,1485.2345339269714,26.635759484946107
Aspergillus fumigatus,1576.0378596662413,23.81953636249712,1627.1747571963947,23.656888206897765,1551.2146195407895,24.97770994065364,1690.4827943447233,22.10653371916589,1608.6463284730157,24.412838622809097,1394.5795785968012,24.459203453294386,1439.693309205629,23.099961251403133,1455.1218520220368,20.554640065661197
Anas platyrhynchos,1825.553087514987,19.414031433536508,1730.6988160431379,18.128101214744728,1809.9158573620443,21.05123586904784,1738.8707638461983,15.112130293452552,1823.696779404409,16.76133212518636,1597.5798615197525,25.47814162574923,1535.062084197234,21.45604498712255,1489.3528471997636,20.12398744638566
Zea mays,1573.3919857439998,26.271032998615176,1647.294454919456,21.857962746736476,1538.474042697062,25.170376981923607,1707.724102852303,24.503363887459045,1635.1457907257534,24.490428278490842,1437.5103850419584,29.897959666880965,1534.846411252675,26.74043285460035,1574.156714413676,28.203657172373184
Dictyostelium discoideum,940.6677244136664,15.392244210782152,1175.5292767996925,27.645020560817365,979.9457667082338,14.164481270906826,769.1490656208481,12.702218834708233,871.1110806790599,14.588940717876957,1202.0803846223932,31.853125412810385,1172.643038064951,32.87943881778014,1161.635173837443,32.016006150655265
Neurospora crassa,1576.841755946743,22.782434165206514,1611.3375165241118,21.13074691783819,1556.044584147914,21.182070534792125,1619.5138280315641,19.87634471411177,1595.2865017658,23.182831940037016,1408.6110771326248,28.61047531800452,1455.8638574979234,27.077815847697043,1443.9231983242173,26.83915821154112
Campylobacter jejuni,996.5270312510652,21.427857890598162,1095.8385135868778,22.33847666186215,954.5344306887654,18.3889278666509,1116.4637225001807,16.5704778061464,1021.9660693418493,19.08390928617906,1364.747384161554,26.97959109729982,1333.3036662175584,26.579399476446056,1337.6206335475563,32.31267380808661
Sus scrofa,2051.887000157474,36.59499134013812,1979.4739398363554,32.67033447560634,2024.1015563381902,35.335419147821185,2137.1767372729864,35.98270446904534,2147.5911409303053,32.576929124736196,1645.513572662803,44.20148125650268,1742.6003845827559,39.56621154302532,1797.3876742734467,38.965240329335806
Saccharolobus solfataricus,560.9111643168021,11.69124539695559,910.2354402461389,31.002023045577378,524.0470319670649,12.10595196357135,659.3549454659794,11.239858365704299,577.0220451401982,11.555058517785625,1160.7797060318485,26.43607429295331,1124.3228208526261,19.373358531724655,1130.7642591707968,22.846527422153276
Listeria monocytogenes,1631.282486780746,22.21271582320917,1583.5164981077678,21.2520058517555,1537.1616864151197,18.19826097124541,1518.0986603317228,20.605004684869225,1600.45810174282,19.497356743884847,1726.4888071152589,31.475045785496764,1677.624630960322,28.587945229816075,1670.5469191264006,26.051279397855946
Klebsiella pneumoniae,1936.5353208364102,18.931904821279367,1729.252585980425,28.70310148264176,1919.3270497053152,19.07822981456071,2088.2819423236615,16.85050134233341,1985.6845112534686,18.378199311755473,1766.441798068878,24.19797763140367,1737.320431037835,26.347771717090815,1735.437666647235,27.780207847157374
Ashbya gossypii,1145.1816600156706,17.717624170402168,1259.2121534642106,20.42027039176136,1143.0520799818944,14.828198096489887,1222.8536030998773,17.51993767291806,1149.2089963752596,16.429659665866808,1176.7344355456516,24.825426092837503,1202.275700567071,22.2376470060483,1204.4744039182808,21.919259484435653
Brucella melitensis,1676.977278054684,24.32712085202967,1556.2471884219556,23.62794488730466,1731.5348317069247,27.666641106357876,1608.2388938194981,25.50047123785827,1673.6337702651938,24.757296476974957,1592.3113249442663,28.137642617056933,1537.9083485214994,26.85559039253174,1528.8246381267322,25.690340527842675
Emericella nidulans,1527.167281934711,20.775059172831924,1591.0863657212542,21.47568185736959,1523.0068021173706,20.417895598601728,1614.5606329453578,19.85978467541994,1559.3535545747375,21.654848476429304,1389.7879717450874,21.403110613420733,1426.6854715864974,22.04123099696071,1424.6959438840142,21.313244633600792
Mycobacterium tuberculosis,1497.4553199366817,24.188616867302787,1558.8392451685659,27.506820352289147,1786.4783589694157,27.40213956312867,1587.8583692934717,27.9415296573483,1552.8738013269656,24.980643354776323,1457.032166642186,28.915499634834553,1449.9078837820894,27.031266597440286,1500.7697698709962,28.679722774878343
Pyrococcus horikoshii,803.3859908052686,13.541211078795431,1059.44805212892,30.648271971683535,757.4617351346773,12.659039578151669,852.7277099059897,13.990837537266131,811.6406870713363,13.564693974207668,1572.3419986090303,32.58256005756918,1567.9700256319913,28.97228349423204,1577.401500174516,30.061273061711507
Pan troglodytes,1972.521230251482,14.077313260346541,1917.2090774262065,12.821713895985802,1962.5595412474784,15.116405588873514,2149.7936291698575,10.995146894258477,2045.236109576165,12.775210899219767,1739.1640497296892,19.45871019211612,1787.100343212361,17.21820963808341,1825.9238847103918,17.776918667934083
Anopheles gambiae,1531.5876487559415,24.776536200624093,1635.8966360336105,25.53330106202713,1579.9889666109345,25.143730052950726,1488.8115780312908,22.74995660030005,1501.254151955375,25.098990769404217,1392.9317711634515,24.937847720239755,1413.7537859356546,23.37673480113813,1419.7925871478083,23.67432453381292
Canis lupus,2170.4613268446237,15.29940507273935,2052.36944873239,19.662592352961656,2143.68725325943,16.42781511391056,2278.3718029737656,15.13434019844578,2246.358791504989,16.58050204268674,1578.8189502083717,24.501694225542515,1694.8746993551586,24.67634866602976,1733.4873447019675,22.54850337391198
Cronobacter sakazakii,1941.0921983513624,21.97784762320543,1716.2527750280524,29.501034711921637,1878.1655996376073,23.06864038730056,2049.939759539433,21.765542016429013,1976.920358008451,20.88529787079397,1851.2029487167395,22.3528337235833,1766.778712870804,28.383690325696477,1773.604104395967,28.789583567398843
Photorhabdus laumondii,1787.9522605087354,22.646359337742506,1625.4216291834884,27.110727031539028,1748.5325406052964,22.281419343762618,1866.5075250989125,25.147563504546746,1819.9938111652214,22.62438903553305,1689.340374400046,19.93990571733875,1680.5680306734694,23.889455091357927,1642.7029331715887,25.32243845310441
Homo sapiens,2165.348447709031,23.13650514009088,2093.9971826628525,22.637151355446537,2136.4669105118946,23.271816265730717,2405.3427433945885,12.573908816964245,2292.5384438901106,14.514860206375094,1595.5549250617423,33.935101350221906,1723.1583425057509,34.23011767161822,1762.7099040334558,32.78128021368224
Alkalihalobacillus clausii,1680.5843193274816,22.896932714189923,1669.2605804290838,20.073982429039155,1591.8293230676127,21.44782790788273,1585.4259209853,25.066099477896554,1670.4456180643333,22.747606503145562,1733.4510385194053,27.87849344921301,1680.08986394954,29.36691257676164,1664.9241384962097,28.605731900141766
Mycolicibacterium smegmatis,1647.7045231020666,24.19012627523206,1678.351865229538,24.795870901533807,1956.9086792927985,23.42523368235476,1791.1204945974962,25.93841363214002,1726.6764576833946,24.264527251241773,1537.5136508935466,24.953108949940965,1524.624543970295,25.527381654342,1581.0295864440143,27.77600681477175
Caldanaerobacter subterraneus,1551.3267107553909,24.118823571425253,1541.6995957148363,26.877065707018975,1462.582851721792,21.561579131277245,1282.359432828603,20.132445920772707,1443.3239946929257,21.49857734066754,1976.193630208618,23.05625884465492,1844.2748907718224,24.92853582266478,1737.2894540631105,22.756062416409776
Sodalis glossinidius,1725.9387638483645,18.339007219794713,1555.994165483401,27.89799204517158,1676.390502817909,17.51660334903297,1782.3287230030592,21.4944411650272,1761.597782042633,19.06794032342475,1660.0641624152436,20.99681220195256,1618.9163877032493,24.46184384511426,1583.335300599737,25.08892419971475
Nematostella vectensis,1395.2834093853564,17.948021371994027,1453.53668842747,16.48087882869946,1427.2849174957946,16.98719630437365,1269.0930604200516,17.666885884279505,1336.2530146106794,16.31227227206666,1365.309136982616,20.165197995169965,1350.1683947471945,18.216521858514675,1310.4636750707423,18.385679673252994
Halobacterium salinarum,866.2566959403156,13.324904005461248,1138.1417466801004,31.725358305185352,829.800623103502,13.46942672978158,1113.348063381771,27.69994503171525,906.5346803852725,12.731160462011518,1319.6240348472793,25.17911336320138,1308.1029819935106,26.840896451802053,1435.715079539638,38.62251711770359
Cereibacter sphaeroides,1755.3551729713574,24.28024495885647,1626.1346564542773,30.213140602112126,1716.557314673504,20.359370289202516,1669.3710249301448,21.221141831746966,1720.3883259855775,21.777138895118096,1515.0213478621708,23.80735500553862,1495.6533116334713,22.03325462232593,1462.9842870872685,24.479641061195988
Synechocystis sp.,1273.3350008778102,26.464732327926672,1330.760904685374,26.316589394819044,1248.2729317597084,22.50962824224472,1226.4415536354286,20.40117448910726,1276.9322283706376,24.146149369240398,1487.2594274767807,29.140795764900503,1402.2429594414646,26.65242513677008,1380.3469589083415,28.400735651718158
Methanosarcina acetivorans,739.783536066274,13.734583331086974,1022.8181441857374,25.43224318525808,743.8656719037011,14.534116109667439,790.2773822823717,14.244950110118863,742.8709490786,16.32456404828689,1315.0560423450108,27.451545829031254,1288.069192523342,26.129896351596173,1354.0519415271065,34.72745797242985
Danio rerio,1965.0280445465417,16.87105166315169,1899.7833673335535,18.388579772236085,1930.204703671313,18.68385488397685,1957.771990369413,17.44071309448046,1990.5493366282376,14.303008804156933,1605.5574326899991,26.661300665846063,1673.7080935208078,23.84546438872942,1647.6621729882359,22.677655626550944
